00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 09 05 05 05 05 05 05 05 09 05 09 05 05 05 05 05 05 05 09 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 09 08 08 08 08 08 08 08 09 08 09 08 08 08 08 08 08 08 09 00 00 00 00 00 00 00 00 00 00 00 00
00 09 05 05 05 06 05 05 09 08 05 05 05 08 05 05 05 08 09 05 05 08 05 05 05 09 00 00 00 00 00 00 00 00 00
00 09 08 08 08 08 08 08 09 08 08 08 06 08 08 08 08 08 09 08 08 08 06 08 08 09 00 00 00 00 00 00 00 00 00
00 09 05 05 08 05 05 08 09 08 09 08 05 05 05 08 09 06 09 08 05 05 08 05 05 09 00 00 00 00 00 00 00 00 00
00 09 08 08 08 08 06 05 05 08 05 08 08 08 08 08 05 08 05 05 08 08 08 08 06 09 00 00 00 00 00 00 00 00 00
00 09 05 05 09 08 08 08 08 08 08 08 09 05 09 08 08 08 08 08 08 08 09 05 05 09 00 00 00 00 00 00 00 00 00
00 09 08 08 05 08 09 05 09 05 05 08 05 00 05 08 05 05 09 05 09 08 05 06 08 09 00 00 00 00 00 00 00 00 00
00 09 06 08 08 08 09 08 09 08 08 08 08 00 08 08 06 08 09 08 09 08 08 08 08 09 00 00 00 00 00 00 00 00 00
00 09 08 09 05 08 05 08 05 08 09 05 05 00 05 05 09 08 05 06 05 08 05 09 08 09 00 00 00 00 00 00 00 00 00
00 09 08 09 06 08 08 06 08 08 09 08 08 08 06 08 09 08 06 08 08 06 08 09 08 09 00 00 00 00 00 00 00 00 00
00 09 08 05 08 09 08 05 05 06 05 08 09 08 09 08 05 08 05 05 08 09 08 05 08 09 00 00 00 00 00 00 00 00 00
00 09 08 06 08 09 08 08 06 08 06 08 09 08 09 08 08 08 08 08 06 09 08 08 08 09 00 00 00 00 00 00 00 00 00
00 09 08 09 08 05 08 08 05 05 05 08 05 08 05 08 05 05 05 08 08 05 08 09 08 09 00 00 00 00 00 00 00 00 00
00 09 08 09 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 09 08 09 00 00 00 00 00 00 00 00 00
00 05 05 05 09 08 05 05 08 05 09 08 09 08 09 08 09 05 08 05 05 08 09 05 05 05 00 00 00 00 00 00 00 00 00
00 00 00 00 09 08 08 08 08 08 09 06 09 06 09 06 09 08 08 08 08 08 09 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
